V1	V2	V3	V4	V5	V6
ENSG00000091140	ENSG00000107819	ENSG00000164466	ENSG00000176974	ENSG00000183044	
ENSG00000100714	ENSG00000145020	ENSG00000173638	ENSG00000176974	ENSG00000182199	
ENSG00000067225	ENSG00000091140	ENSG00000123505	ENSG00000143627	ENSG00000173599	
ENSG00000037757	ENSG00000067225	ENSG00000091140	ENSG00000143627	ENSG00000173599	
ENSG00000123453	ENSG00000144659	ENSG00000172482	ENSG00000176974	ENSG00000179761	
ENSG00000067225	ENSG00000091140	ENSG00000099810	ENSG00000143627	ENSG00000173599	
ENSG00000107819	ENSG00000164466	ENSG00000176974	ENSG00000178445	ENSG00000183044	
ENSG00000113492	ENSG00000153574	ENSG00000166224	ENSG00000172482	ENSG00000241878	
ENSG00000090054	ENSG00000113492	ENSG00000153574	ENSG00000172482	ENSG00000241878	
ENSG00000112759	ENSG00000114956	ENSG00000138030	ENSG00000153574	ENSG00000196839	
ENSG00000138801	ENSG00000148672	ENSG00000182890	ENSG00000183044	ENSG00000198682	
ENSG00000120053	ENSG00000128609	ENSG00000169154	ENSG00000185818	ENSG00000198804	
ENSG00000088826	ENSG00000102743	ENSG00000120329	ENSG00000131471	ENSG00000140905	
ENSG00000088826	ENSG00000102743	ENSG00000120329	ENSG00000135069	ENSG00000140905	
ENSG00000088826	ENSG00000102743	ENSG00000120329	ENSG00000131471	ENSG00000178445	
ENSG00000088826	ENSG00000102743	ENSG00000120329	ENSG00000135069	ENSG00000145020	
ENSG00000099810	ENSG00000138801	ENSG00000148672	ENSG00000182890	ENSG00000198682	
ENSG00000088826	ENSG00000140905	ENSG00000143149	ENSG00000176974	ENSG00000182199	
ENSG00000088826	ENSG00000143149	ENSG00000145020	ENSG00000176974	ENSG00000182199	
ENSG00000088826	ENSG00000092621	ENSG00000134882	ENSG00000140905	ENSG00000143149	
ENSG00000048392	ENSG00000076555	ENSG00000166224	ENSG00000174915	ENSG00000278540	
ENSG00000076555	ENSG00000166224	ENSG00000167325	ENSG00000174915	ENSG00000278540	
ENSG00000076555	ENSG00000166224	ENSG00000171848	ENSG00000174915	ENSG00000278540	
ENSG00000100714	ENSG00000111237	ENSG00000146733	ENSG00000173638	ENSG00000178445	
ENSG00000065154	ENSG00000088826	ENSG00000111237	ENSG00000146733	ENSG00000178445	
ENSG00000048392	ENSG00000091140	ENSG00000100116	ENSG00000134326	ENSG00000153574	
ENSG00000073578	ENSG00000088826	ENSG00000092621	ENSG00000134882	ENSG00000178445	
ENSG00000102172	ENSG00000116649	ENSG00000116761	ENSG00000148672	ENSG00000182890	
ENSG00000073578	ENSG00000093217	ENSG00000105655	ENSG00000109814	ENSG00000135069	
ENSG00000065154	ENSG00000088826	ENSG00000111237	ENSG00000140905	ENSG00000146733	
ENSG00000065154	ENSG00000088826	ENSG00000111237	ENSG00000145020	ENSG00000146733	
ENSG00000088826	ENSG00000111237	ENSG00000116649	ENSG00000146733	ENSG00000178445	
ENSG00000120053	ENSG00000135940	ENSG00000166136	ENSG00000169154	ENSG00000185818	
ENSG00000065154	ENSG00000088826	ENSG00000091140	ENSG00000111237	ENSG00000146733	
ENSG00000048392	ENSG00000112759	ENSG00000131471	ENSG00000145020	ENSG00000153574	
ENSG00000100116	ENSG00000135069	ENSG00000153574	ENSG00000176974	ENSG00000178445	
ENSG00000023697	ENSG00000135069	ENSG00000138030	ENSG00000168291	ENSG00000183044	
ENSG00000091140	ENSG00000100116	ENSG00000135069	ENSG00000153574	ENSG00000176974	
ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000165475	ENSG00000204370	
ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000169738	ENSG00000204370	
ENSG00000093217	ENSG00000111237	ENSG00000146733	ENSG00000169738	ENSG00000204370	
ENSG00000093217	ENSG00000111237	ENSG00000146733	ENSG00000165475	ENSG00000204370	
ENSG00000088826	ENSG00000091140	ENSG00000111237	ENSG00000146733	ENSG00000204370	
ENSG00000088826	ENSG00000111237	ENSG00000145020	ENSG00000146733	ENSG00000204370	
ENSG00000093217	ENSG00000111237	ENSG00000145020	ENSG00000146733	ENSG00000153574	
ENSG00000088826	ENSG00000091140	ENSG00000111237	ENSG00000115758	ENSG00000146733	
ENSG00000088826	ENSG00000111237	ENSG00000115758	ENSG00000146733	ENSG00000178445	
ENSG00000088826	ENSG00000092621	ENSG00000115758	ENSG00000134882	ENSG00000145020	
ENSG00000073578	ENSG00000088826	ENSG00000111237	ENSG00000146733	ENSG00000178445	
ENSG00000088826	ENSG00000111237	ENSG00000143149	ENSG00000146733	ENSG00000178445	
ENSG00000102230	ENSG00000161217	ENSG00000166224	ENSG00000171848	ENSG00000174915	
ENSG00000062485	ENSG00000093217	ENSG00000111237	ENSG00000146733	ENSG00000165475	
ENSG00000073578	ENSG00000093217	ENSG00000111237	ENSG00000146733	ENSG00000165475	
ENSG00000062485	ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000165475	
ENSG00000062485	ENSG00000088826	ENSG00000111237	ENSG00000146733	ENSG00000178445	
ENSG00000119537	ENSG00000131471	ENSG00000145020	ENSG00000153574	ENSG00000241878	
ENSG00000120053	ENSG00000160194	ENSG00000160471	ENSG00000169154	ENSG00000185818	
ENSG00000100596	ENSG00000102230	ENSG00000161217	ENSG00000167325	ENSG00000174915	
ENSG00000135069	ENSG00000138030	ENSG00000150768	ENSG00000153574	ENSG00000173599	
ENSG00000135069	ENSG00000138030	ENSG00000150768	ENSG00000153574	ENSG00000183044	
ENSG00000119711	ENSG00000135069	ENSG00000138030	ENSG00000150768	ENSG00000153574	
ENSG00000135069	ENSG00000138030	ENSG00000150768	ENSG00000167325	ENSG00000183044	
ENSG00000119711	ENSG00000135069	ENSG00000138030	ENSG00000150768	ENSG00000167325	
ENSG00000088826	ENSG00000138801	ENSG00000148672	ENSG00000182890	ENSG00000198682	
ENSG00000100116	ENSG00000153574	ENSG00000172296	ENSG00000178445	ENSG00000241878	
ENSG00000093217	ENSG00000111237	ENSG00000143252	ENSG00000146733	ENSG00000165475	
ENSG00000093217	ENSG00000111237	ENSG00000140263	ENSG00000143252	ENSG00000146733	
ENSG00000093217	ENSG00000111237	ENSG00000140263	ENSG00000146733	ENSG00000241935	
ENSG00000093217	ENSG00000111237	ENSG00000146733	ENSG00000169738	ENSG00000241935	
ENSG00000062485	ENSG00000093217	ENSG00000111237	ENSG00000146733	ENSG00000169738	
ENSG00000093217	ENSG00000111237	ENSG00000146733	ENSG00000159423	ENSG00000169738	
ENSG00000091140	ENSG00000099810	ENSG00000107819	ENSG00000164466	ENSG00000176974	
ENSG00000088826	ENSG00000100116	ENSG00000102743	ENSG00000120329	ENSG00000140905	
ENSG00000100288	ENSG00000110721	ENSG00000119537	ENSG00000167325	ENSG00000174915	
ENSG00000100116	ENSG00000140905	ENSG00000153574	ENSG00000167325	ENSG00000168393	
ENSG00000100116	ENSG00000112759	ENSG00000140905	ENSG00000153574	ENSG00000167325	
ENSG00000048392	ENSG00000091140	ENSG00000100116	ENSG00000112759	ENSG00000153574	
ENSG00000091140	ENSG00000100116	ENSG00000112759	ENSG00000153574	ENSG00000171848	
ENSG00000091140	ENSG00000092621	ENSG00000100714	ENSG00000134882	ENSG00000173638	
ENSG00000092621	ENSG00000100714	ENSG00000134882	ENSG00000140905	ENSG00000173638	
ENSG00000100714	ENSG00000111237	ENSG00000140905	ENSG00000146733	ENSG00000173638	
ENSG00000090054	ENSG00000091140	ENSG00000119711	ENSG00000153574	ENSG00000241878	
ENSG00000088826	ENSG00000111237	ENSG00000116649	ENSG00000145020	ENSG00000146733	
ENSG00000062485	ENSG00000088826	ENSG00000111237	ENSG00000145020	ENSG00000146733	
ENSG00000088826	ENSG00000092621	ENSG00000116649	ENSG00000134882	ENSG00000145020	
ENSG00000088826	ENSG00000091140	ENSG00000111237	ENSG00000143252	ENSG00000146733	
ENSG00000088826	ENSG00000111237	ENSG00000140905	ENSG00000143252	ENSG00000146733	
ENSG00000088826	ENSG00000091140	ENSG00000143252	ENSG00000176974	ENSG00000182199	
ENSG00000088826	ENSG00000092621	ENSG00000134882	ENSG00000140905	ENSG00000143252	
ENSG00000059573	ENSG00000088826	ENSG00000091140	ENSG00000131471	ENSG00000159423	
ENSG00000088826	ENSG00000115758	ENSG00000145020	ENSG00000176974	ENSG00000182199	
ENSG00000062485	ENSG00000088826	ENSG00000145020	ENSG00000176974	ENSG00000182199	
ENSG00000088826	ENSG00000091140	ENSG00000115758	ENSG00000176974	ENSG00000182199	
ENSG00000062485	ENSG00000088826	ENSG00000140905	ENSG00000176974	ENSG00000182199	
ENSG00000088826	ENSG00000091140	ENSG00000102743	ENSG00000120329	ENSG00000135069	
ENSG00000065154	ENSG00000088826	ENSG00000091140	ENSG00000176974	ENSG00000182199	
ENSG00000120053	ENSG00000135940	ENSG00000151366	ENSG00000169154	ENSG00000185818	
ENSG00000120053	ENSG00000151366	ENSG00000164919	ENSG00000169154	ENSG00000185818	
ENSG00000065154	ENSG00000088826	ENSG00000176974	ENSG00000178445	ENSG00000182199	
ENSG00000016391	ENSG00000113492	ENSG00000172482	ENSG00000176974	ENSG00000182199	
ENSG00000135069	ENSG00000138030	ENSG00000150768	ENSG00000171848	ENSG00000183044	
ENSG00000100288	ENSG00000100596	ENSG00000110721	ENSG00000171848	ENSG00000174915	
ENSG00000088826	ENSG00000104331	ENSG00000148672	ENSG00000162813	ENSG00000182890	
ENSG00000104331	ENSG00000119711	ENSG00000148672	ENSG00000162813	ENSG00000182890	
ENSG00000100596	ENSG00000144659	ENSG00000172482	ENSG00000176974	ENSG00000241878	
ENSG00000048392	ENSG00000112759	ENSG00000162368	ENSG00000166224	ENSG00000174915	
ENSG00000112759	ENSG00000162368	ENSG00000166224	ENSG00000171848	ENSG00000174915	
ENSG00000112759	ENSG00000119537	ENSG00000162368	ENSG00000171848	ENSG00000174915	
ENSG00000112759	ENSG00000162368	ENSG00000166224	ENSG00000167325	ENSG00000174915	
ENSG00000088826	ENSG00000092621	ENSG00000134882	ENSG00000145020	ENSG00000204370	
ENSG00000090054	ENSG00000134326	ENSG00000162368	ENSG00000167325	ENSG00000174915	
ENSG00000073578	ENSG00000093217	ENSG00000111237	ENSG00000140263	ENSG00000146733	
ENSG00000048392	ENSG00000111666	ENSG00000134255	ENSG00000172296	ENSG00000174915	
ENSG00000092621	ENSG00000120053	ENSG00000125166	ENSG00000134882	ENSG00000138030	
ENSG00000120053	ENSG00000130414	ENSG00000135940	ENSG00000169154	ENSG00000185818	
ENSG00000067225	ENSG00000091140	ENSG00000143627	ENSG00000173599	ENSG00000183044	
ENSG00000059573	ENSG00000088826	ENSG00000131471	ENSG00000145020	ENSG00000159423	
ENSG00000119711	ENSG00000120053	ENSG00000125166	ENSG00000148672	ENSG00000182890	
ENSG00000048392	ENSG00000100116	ENSG00000125454	ENSG00000145020	ENSG00000153574	
ENSG00000120053	ENSG00000131174	ENSG00000160194	ENSG00000169154	ENSG00000185818	
ENSG00000138030	ENSG00000148672	ENSG00000153574	ENSG00000182890	ENSG00000198610	
ENSG00000111666	ENSG00000134255	ENSG00000166224	ENSG00000167325	ENSG00000174915	
ENSG00000023697	ENSG00000138030	ENSG00000142657	ENSG00000197713	ENSG00000235376	
ENSG00000023697	ENSG00000093217	ENSG00000142657	ENSG00000197713	ENSG00000235376	
ENSG00000091140	ENSG00000100116	ENSG00000153574	ENSG00000167325	ENSG00000167900	
ENSG00000134326	ENSG00000162368	ENSG00000171848	ENSG00000172296	ENSG00000174915	
ENSG00000073578	ENSG00000088826	ENSG00000091140	ENSG00000111237	ENSG00000146733	
ENSG00000073578	ENSG00000088826	ENSG00000092621	ENSG00000134882	ENSG00000145020	
ENSG00000100288	ENSG00000110721	ENSG00000166224	ENSG00000171848	ENSG00000174915	
ENSG00000048392	ENSG00000100288	ENSG00000110721	ENSG00000166224	ENSG00000174915	
ENSG00000059573	ENSG00000088826	ENSG00000135069	ENSG00000140905	ENSG00000159423	
ENSG00000093217	ENSG00000113790	ENSG00000135069	ENSG00000140263	ENSG00000173599	
ENSG00000119711	ENSG00000135069	ENSG00000138030	ENSG00000150768	ENSG00000171848	
ENSG00000059573	ENSG00000088826	ENSG00000135069	ENSG00000159423	ENSG00000178445	
ENSG00000090054	ENSG00000100288	ENSG00000110721	ENSG00000171848	ENSG00000174915	
ENSG00000107819	ENSG00000123505	ENSG00000164466	ENSG00000176974	ENSG00000178445	
ENSG00000048392	ENSG00000091140	ENSG00000112759	ENSG00000131471	ENSG00000153574	
ENSG00000100348	ENSG00000119537	ENSG00000136810	ENSG00000156471	ENSG00000174915	
ENSG00000023697	ENSG00000091140	ENSG00000119711	ENSG00000172296	ENSG00000241878	
ENSG00000048392	ENSG00000112759	ENSG00000131471	ENSG00000153574	ENSG00000178445	
ENSG00000112759	ENSG00000131471	ENSG00000153574	ENSG00000167325	ENSG00000178445	
ENSG00000131471	ENSG00000153574	ENSG00000178445	ENSG00000184470	ENSG00000198431	
ENSG00000100596	ENSG00000111666	ENSG00000134255	ENSG00000171848	ENSG00000174915	
ENSG00000107819	ENSG00000119711	ENSG00000140905	ENSG00000164466	ENSG00000176974	
ENSG00000102230	ENSG00000161217	ENSG00000171848	ENSG00000172296	ENSG00000174915	
ENSG00000119421	ENSG00000120053	ENSG00000169154	ENSG00000176340	ENSG00000185818	
ENSG00000088826	ENSG00000111237	ENSG00000143252	ENSG00000146733	ENSG00000178445	
ENSG00000062485	ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000169738	
ENSG00000111237	ENSG00000138030	ENSG00000146733	ENSG00000153574	ENSG00000178445	
ENSG00000062485	ENSG00000088826	ENSG00000111237	ENSG00000140905	ENSG00000146733	
ENSG00000088826	ENSG00000111237	ENSG00000143252	ENSG00000145020	ENSG00000146733	
ENSG00000088826	ENSG00000128309	ENSG00000128311	ENSG00000148672	ENSG00000182890	
ENSG00000102230	ENSG00000161217	ENSG00000166224	ENSG00000167325	ENSG00000174915	
ENSG00000100348	ENSG00000136810	ENSG00000156471	ENSG00000166224	ENSG00000174915	
ENSG00000116761	ENSG00000138030	ENSG00000148672	ENSG00000153574	ENSG00000182890	
ENSG00000102230	ENSG00000119537	ENSG00000161217	ENSG00000171848	ENSG00000174915	
ENSG00000102172	ENSG00000116649	ENSG00000148672	ENSG00000182890	ENSG00000198610	
ENSG00000100348	ENSG00000136810	ENSG00000156471	ENSG00000172296	ENSG00000174915	
ENSG00000120053	ENSG00000169154	ENSG00000185818	ENSG00000198763	ENSG00000198938	
ENSG00000093217	ENSG00000100253	ENSG00000109814	ENSG00000135069	ENSG00000159423	
ENSG00000120053	ENSG00000147684	ENSG00000169154	ENSG00000185818	ENSG00000198804	
ENSG00000111237	ENSG00000114021	ENSG00000144659	ENSG00000146733	ENSG00000167701	
ENSG00000059573	ENSG00000088826	ENSG00000100116	ENSG00000140905	ENSG00000159423	
ENSG00000119537	ENSG00000134326	ENSG00000162368	ENSG00000167325	ENSG00000174915	
ENSG00000090054	ENSG00000131471	ENSG00000140905	ENSG00000153574	ENSG00000241878	
ENSG00000092621	ENSG00000134882	ENSG00000138030	ENSG00000140905	ENSG00000153574	
ENSG00000100116	ENSG00000134326	ENSG00000140905	ENSG00000153574	ENSG00000171848	
ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000143252	ENSG00000169738	
ENSG00000025708	ENSG00000093217	ENSG00000125454	ENSG00000153574	ENSG00000198805	
ENSG00000101323	ENSG00000116882	ENSG00000135069	ENSG00000137106	ENSG00000241935	
ENSG00000062485	ENSG00000101323	ENSG00000116882	ENSG00000135069	ENSG00000137106	
ENSG00000093217	ENSG00000114956	ENSG00000125454	ENSG00000153574	ENSG00000196839	
ENSG00000062485	ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000140263	
ENSG00000100116	ENSG00000153574	ENSG00000167325	ENSG00000168393	ENSG00000178445	
ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000140263	ENSG00000204370	
ENSG00000093217	ENSG00000105220	ENSG00000140263	ENSG00000153574	ENSG00000177156	
ENSG00000062485	ENSG00000088826	ENSG00000176974	ENSG00000178445	ENSG00000182199	
ENSG00000073578	ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000140263	
ENSG00000131471	ENSG00000135069	ENSG00000140905	ENSG00000153574	ENSG00000176974	
ENSG00000131471	ENSG00000135069	ENSG00000145020	ENSG00000153574	ENSG00000176974	
ENSG00000120053	ENSG00000156885	ENSG00000169154	ENSG00000178127	ENSG00000185818	
ENSG00000148672	ENSG00000153574	ENSG00000176974	ENSG00000182890	ENSG00000261052	
ENSG00000088826	ENSG00000091140	ENSG00000092621	ENSG00000134882	ENSG00000143149	
ENSG00000088826	ENSG00000111237	ENSG00000143149	ENSG00000145020	ENSG00000146733	
ENSG00000025708	ENSG00000093217	ENSG00000153574	ENSG00000168393	ENSG00000198805	
ENSG00000100116	ENSG00000145020	ENSG00000153574	ENSG00000166224	ENSG00000241878	
ENSG00000119537	ENSG00000131471	ENSG00000140905	ENSG00000153574	ENSG00000241878	
ENSG00000100116	ENSG00000119537	ENSG00000140905	ENSG00000153574	ENSG00000241878	
ENSG00000100116	ENSG00000119537	ENSG00000145020	ENSG00000153574	ENSG00000241878	
ENSG00000100116	ENSG00000119537	ENSG00000153574	ENSG00000178445	ENSG00000241878	
ENSG00000092621	ENSG00000134882	ENSG00000138030	ENSG00000153574	ENSG00000176974	
ENSG00000048392	ENSG00000100596	ENSG00000134326	ENSG00000162368	ENSG00000174915	
ENSG00000023697	ENSG00000091140	ENSG00000119537	ENSG00000119711	ENSG00000241878	
ENSG00000138030	ENSG00000148672	ENSG00000153574	ENSG00000182890	ENSG00000261052	
ENSG00000120053	ENSG00000128609	ENSG00000131055	ENSG00000169154	ENSG00000185818	
ENSG00000148672	ENSG00000153574	ENSG00000176974	ENSG00000182890	ENSG00000198610	
ENSG00000091140	ENSG00000100596	ENSG00000131471	ENSG00000153574	ENSG00000241878	
ENSG00000048392	ENSG00000111666	ENSG00000134255	ENSG00000166224	ENSG00000174915	
ENSG00000093217	ENSG00000148672	ENSG00000153574	ENSG00000182890	ENSG00000198610	
ENSG00000114956	ENSG00000138030	ENSG00000153574	ENSG00000168393	ENSG00000196839	
ENSG00000100116	ENSG00000125454	ENSG00000153574	ENSG00000167325	ENSG00000178445	
ENSG00000100116	ENSG00000112759	ENSG00000153574	ENSG00000167325	ENSG00000178445	
ENSG00000048392	ENSG00000100116	ENSG00000112759	ENSG00000153574	ENSG00000178445	
ENSG00000100116	ENSG00000112759	ENSG00000153574	ENSG00000171848	ENSG00000178445	
ENSG00000093217	ENSG00000111237	ENSG00000140905	ENSG00000146733	ENSG00000153574	
ENSG00000111237	ENSG00000138030	ENSG00000140905	ENSG00000146733	ENSG00000153574	
ENSG00000113492	ENSG00000153574	ENSG00000172296	ENSG00000172482	ENSG00000241878	
ENSG00000099194	ENSG00000145284	ENSG00000166224	ENSG00000171848	ENSG00000174915	
ENSG00000099194	ENSG00000145284	ENSG00000166224	ENSG00000167325	ENSG00000174915	
ENSG00000093217	ENSG00000112759	ENSG00000114956	ENSG00000153574	ENSG00000196839	
ENSG00000093217	ENSG00000153574	ENSG00000156471	ENSG00000172296	ENSG00000174915	
ENSG00000120053	ENSG00000128609	ENSG00000169154	ENSG00000185818	ENSG00000198938	
ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000140263	ENSG00000143252	
ENSG00000093217	ENSG00000114956	ENSG00000153574	ENSG00000184470	ENSG00000198431	
ENSG00000138030	ENSG00000153574	ENSG00000156471	ENSG00000172296	ENSG00000174915	
ENSG00000138030	ENSG00000153574	ENSG00000156471	ENSG00000166224	ENSG00000174915	
ENSG00000091140	ENSG00000100116	ENSG00000125454	ENSG00000153574	ENSG00000171848	
ENSG00000091140	ENSG00000100116	ENSG00000125454	ENSG00000153574	ENSG00000167325	
ENSG00000100116	ENSG00000125454	ENSG00000140905	ENSG00000153574	ENSG00000171848	
ENSG00000100116	ENSG00000112759	ENSG00000145020	ENSG00000153574	ENSG00000167325	
ENSG00000091140	ENSG00000112759	ENSG00000131471	ENSG00000153574	ENSG00000167325	
ENSG00000088826	ENSG00000091140	ENSG00000111237	ENSG00000117118	ENSG00000146733	
ENSG00000093217	ENSG00000114956	ENSG00000134326	ENSG00000153574	ENSG00000196839	
ENSG00000092621	ENSG00000134882	ENSG00000138030	ENSG00000173599	ENSG00000197894	
ENSG00000073578	ENSG00000093217	ENSG00000100253	ENSG00000109814	ENSG00000135069	
ENSG00000164089	ENSG00000171848	ENSG00000173868	ENSG00000185813	ENSG00000241878	
ENSG00000131471	ENSG00000140905	ENSG00000153574	ENSG00000168393	ENSG00000171848	
ENSG00000088826	ENSG00000143149	ENSG00000176974	ENSG00000178445	ENSG00000182199	
ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000145020	ENSG00000153574	
ENSG00000090054	ENSG00000144659	ENSG00000172482	ENSG00000176974	ENSG00000241878	
ENSG00000048392	ENSG00000102230	ENSG00000161217	ENSG00000172296	ENSG00000174915	
ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000153574	ENSG00000178445	
ENSG00000088826	ENSG00000140905	ENSG00000176974	ENSG00000182199	ENSG00000204370	
ENSG00000100116	ENSG00000140905	ENSG00000153574	ENSG00000167325	ENSG00000167900	
ENSG00000092621	ENSG00000100714	ENSG00000134882	ENSG00000145020	ENSG00000173638	
ENSG00000091140	ENSG00000131471	ENSG00000153574	ENSG00000167325	ENSG00000167900	
ENSG00000092621	ENSG00000100714	ENSG00000134882	ENSG00000173638	ENSG00000178445	
ENSG00000120053	ENSG00000131174	ENSG00000169154	ENSG00000178127	ENSG00000185818	
ENSG00000131471	ENSG00000145020	ENSG00000153574	ENSG00000168393	ENSG00000171848	
ENSG00000100596	ENSG00000102230	ENSG00000161217	ENSG00000171848	ENSG00000174915	
ENSG00000048392	ENSG00000090054	ENSG00000111666	ENSG00000134255	ENSG00000174915	
ENSG00000100596	ENSG00000112759	ENSG00000162368	ENSG00000171848	ENSG00000174915	
ENSG00000088826	ENSG00000092621	ENSG00000115758	ENSG00000134882	ENSG00000140905	
ENSG00000059573	ENSG00000088826	ENSG00000135069	ENSG00000145020	ENSG00000159423	
ENSG00000059573	ENSG00000088826	ENSG00000091140	ENSG00000135069	ENSG00000159423	
ENSG00000059573	ENSG00000088826	ENSG00000131471	ENSG00000140905	ENSG00000159423	
ENSG00000090054	ENSG00000102230	ENSG00000161217	ENSG00000167325	ENSG00000174915	
ENSG00000100596	ENSG00000138030	ENSG00000153574	ENSG00000156471	ENSG00000174915	
ENSG00000090054	ENSG00000134326	ENSG00000162368	ENSG00000171848	ENSG00000174915	
ENSG00000048392	ENSG00000090054	ENSG00000134326	ENSG00000162368	ENSG00000174915	
ENSG00000091140	ENSG00000100116	ENSG00000119537	ENSG00000153574	ENSG00000241878	
ENSG00000048392	ENSG00000131471	ENSG00000140905	ENSG00000153574	ENSG00000168393	
ENSG00000048392	ENSG00000091140	ENSG00000131471	ENSG00000153574	ENSG00000168393	
ENSG00000048392	ENSG00000131471	ENSG00000145020	ENSG00000153574	ENSG00000168393	
ENSG00000048392	ENSG00000131471	ENSG00000153574	ENSG00000168393	ENSG00000178445	
ENSG00000100348	ENSG00000100596	ENSG00000136810	ENSG00000156471	ENSG00000174915	
ENSG00000065154	ENSG00000088826	ENSG00000092621	ENSG00000134882	ENSG00000140905	
ENSG00000093217	ENSG00000113790	ENSG00000135069	ENSG00000169738	ENSG00000173599	
ENSG00000088826	ENSG00000111237	ENSG00000117118	ENSG00000140905	ENSG00000146733	
ENSG00000088826	ENSG00000092621	ENSG00000117118	ENSG00000134882	ENSG00000140905	
ENSG00000088826	ENSG00000092621	ENSG00000117118	ENSG00000134882	ENSG00000145020	
ENSG00000002726	ENSG00000088826	ENSG00000131471	ENSG00000131480	ENSG00000140905	
ENSG00000088826	ENSG00000116649	ENSG00000176974	ENSG00000178445	ENSG00000182199	
ENSG00000120053	ENSG00000126267	ENSG00000158864	ENSG00000169154	ENSG00000185818	
ENSG00000100116	ENSG00000145020	ENSG00000153574	ENSG00000184470	ENSG00000198431	
ENSG00000120053	ENSG00000158864	ENSG00000164919	ENSG00000169154	ENSG00000185818	
ENSG00000100116	ENSG00000112759	ENSG00000145020	ENSG00000153574	ENSG00000171848	
ENSG00000112759	ENSG00000131471	ENSG00000145020	ENSG00000153574	ENSG00000171848	
ENSG00000112759	ENSG00000131471	ENSG00000153574	ENSG00000171848	ENSG00000178445	
ENSG00000131471	ENSG00000153574	ENSG00000168393	ENSG00000171848	ENSG00000178445	
ENSG00000048392	ENSG00000100288	ENSG00000100596	ENSG00000110721	ENSG00000174915	
ENSG00000093217	ENSG00000133835	ENSG00000135069	ENSG00000140263	ENSG00000173599	
ENSG00000093217	ENSG00000135069	ENSG00000140263	ENSG00000173599	ENSG00000197894	
ENSG00000093217	ENSG00000135069	ENSG00000140263	ENSG00000161533	ENSG00000173599	
ENSG00000093217	ENSG00000133835	ENSG00000135069	ENSG00000165475	ENSG00000173599	
ENSG00000131471	ENSG00000135069	ENSG00000153574	ENSG00000176974	ENSG00000178445	
ENSG00000100116	ENSG00000135069	ENSG00000145020	ENSG00000153574	ENSG00000176974	
ENSG00000065154	ENSG00000088826	ENSG00000140905	ENSG00000176974	ENSG00000182199	
ENSG00000088826	ENSG00000091140	ENSG00000143149	ENSG00000176974	ENSG00000182199	
ENSG00000112759	ENSG00000131471	ENSG00000145020	ENSG00000153574	ENSG00000196839	
ENSG00000062485	ENSG00000088826	ENSG00000092621	ENSG00000134882	ENSG00000140905	
ENSG00000120053	ENSG00000125356	ENSG00000126267	ENSG00000169154	ENSG00000185818	
ENSG00000120053	ENSG00000126267	ENSG00000169154	ENSG00000170906	ENSG00000185818	
ENSG00000120053	ENSG00000125356	ENSG00000131055	ENSG00000169154	ENSG00000185818	
ENSG00000120053	ENSG00000131055	ENSG00000136521	ENSG00000169154	ENSG00000185818	
ENSG00000004779	ENSG00000120053	ENSG00000131055	ENSG00000169154	ENSG00000185818	
ENSG00000120053	ENSG00000147684	ENSG00000164919	ENSG00000169154	ENSG00000185818	
ENSG00000004779	ENSG00000120053	ENSG00000169154	ENSG00000185818	ENSG00000198938	
ENSG00000120053	ENSG00000131055	ENSG00000169154	ENSG00000185818	ENSG00000212907	
ENSG00000091140	ENSG00000119537	ENSG00000153574	ENSG00000173599	ENSG00000241878	
ENSG00000048392	ENSG00000125454	ENSG00000131471	ENSG00000145020	ENSG00000153574	
ENSG00000120053	ENSG00000147684	ENSG00000161281	ENSG00000169154	ENSG00000185818	
ENSG00000125454	ENSG00000131471	ENSG00000145020	ENSG00000153574	ENSG00000171848	
ENSG00000073578	ENSG00000092621	ENSG00000093217	ENSG00000134882	ENSG00000165475	
ENSG00000023697	ENSG00000091140	ENSG00000172296	ENSG00000183044	ENSG00000241878	
ENSG00000120053	ENSG00000126267	ENSG00000128609	ENSG00000169154	ENSG00000185818	
ENSG00000120053	ENSG00000126267	ENSG00000164258	ENSG00000169154	ENSG00000185818	
ENSG00000120053	ENSG00000135940	ENSG00000169154	ENSG00000184983	ENSG00000185818	
ENSG00000120053	ENSG00000131143	ENSG00000151366	ENSG00000169154	ENSG00000185818	
ENSG00000120053	ENSG00000161281	ENSG00000169154	ENSG00000185818	ENSG00000213619	
ENSG00000112695	ENSG00000120053	ENSG00000151366	ENSG00000169154	ENSG00000185818	
ENSG00000048392	ENSG00000119711	ENSG00000135069	ENSG00000138030	ENSG00000150768	
ENSG00000131471	ENSG00000145020	ENSG00000153574	ENSG00000166224	ENSG00000241878	
